"ColorName","ColorId","ColorHex"
"Vermelho Cardeal","48294","#CF4D3D"
"Xangai","100692","#CD4A38"
"Fruto do Guaraná","232686","#B9483C"
"Fruto do Guaraná","232686","#B9483C"
"Vermelho Pequim","48537","#B54131"
"Romã Intensa","232836","#C33F28"
"Vesúvio","52488","#A43E2D"
"Pimenta Malagueta","232687","#A23530"
"Brinde de Champanhe","233912","#F2EBE3"
"Nacarado","266196","#F0E8E0"
"Fractal","74354","#F0E8DF"
"Pêssego Real","49528","#F1E4D7"
"Doce Lembrança","233431","#F0E4DB"
"Licor de Pitanga","265230","#F3E3DA"
"Livro Aberto","233812","#F1E1CF"
"Aconchego do Lar","233618","#EDE1D5"
"Flocos de Arroz","74397","#EFDFCB"
"Iogurte de Pêssego","52563","#F4DDCC"
"Biscoito de Castanha","52537","#EFDDD1"
"Doce Encontro","233630","#F0DCC9"
"Pó-de-Arroz","49514","#E9DCD3"
"Inspiração","53118","#E7DCD5"
"Papel Reciclado","259185","#ECDBCD"
"Rosa Pétala","49526","#E7DBD0"
"Rosa Pétala","49526","#E7DBD0"
"Rosa Bata","49070","#EDDAD1"
"Camurça Rosa","49515","#E5DAD3"
"Camurça Rosa","49515","#E5DAD3"
"Nuvem Angelical","53106","#E5D9D4"
"Cetim Delicado","233365","#EED3C1"
"Encanto da Tarde","233231","#E1D2CA"
"Vime","49096","#EED0AC"
"Descida da Duna","233826","#EDD0AE"
"Descida da Duna","233826","#EDD0AE"
"Amêndoa Suave","72929","#E1D0C3"
"Doce Rubor","52525","#EACEC0"
"Rosa Poção","49062","#EACDC2"
"Rosa Pueblo","52492","#E3CCC3"
"Beijo Roubado","233239","#E1CBBE"
